"","restaurants","bars","cafe","college","casino","nightclub","pharmacy","theatre","university","antiques","art","bakery","tattoo","cinema","library","marketplace","railway_station","subway","hotels","volume"
"1",7,0,6,0,0,1,2,0,0,0,0,1,0,0,1,0,1,0,0,"Normal"
"2",65,11,12,0,0,0,12,0,0,0,0,1,0,0,0,0,2,0,232,"High"
"3",75,1,18,0,0,0,18,0,0,28,62,1,0,0,0,2,1,62,30,"Normal"
"4",209,13,84,0,1,1,19,1,0,31,14,10,0,0,0,1,3,14,40,"High"
"5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Normal"
"6",348,78,234,1,0,0,19,1,16,0,9,11,0,0,7,13,3,9,94,"Very High"
"7",3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Normal"
"8",1,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"Normal"
"9",43,0,27,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,14,"Normal"
"10",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Normal"
"11",10,1,9,0,0,0,3,0,0,0,0,0,0,0,24,0,0,0,0,"Normal"
"12",77,14,50,1,0,0,13,0,0,1,0,7,0,1,0,0,2,0,227,"High"
"13",144,13,23,0,20,0,3,0,0,23,27,0,0,19,0,0,1,27,419,"High"
"14",220,22,117,1,1,1,22,0,0,20,27,6,0,0,0,0,2,27,417,"Very High"
"15",102,3,37,0,0,1,4,142,148,1,0,7,0,7,18,1,2,0,44,"High"
"16",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Normal"
"17",78,0,21,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,"Normal"
"18",191,13,166,0,2,0,35,0,0,0,18,16,0,0,0,0,39,18,565,"Very High"
"19",55,3,43,17,0,0,15,11,0,0,1,0,0,0,13,0,2,1,36,"Normal"
"20",2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Normal"
"21",2,0,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,6,"Normal"
"22",134,12,38,0,0,0,4,0,86,1,0,7,0,6,17,1,2,0,67,"High"
"23",25,5,29,0,0,0,2,0,0,0,1,1,0,0,41,0,1,1,3,"Normal"
"24",313,221,279,84,0,58,1,6,0,0,7,0,0,4,19,14,0,7,64,"Very High"
"25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,"Normal"
"26",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Normal"
"27",177,14,166,0,1,0,38,0,0,0,17,8,0,0,0,0,39,17,581,"Very High"
"28",178,15,167,0,1,0,38,0,0,0,17,8,0,0,0,0,39,17,581,"Very High"
"29",37,5,34,0,0,0,10,11,0,0,1,0,0,0,0,0,3,1,31,"Normal"
"30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Normal"
"31",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,"Normal"
"32",187,2,83,0,0,0,35,0,0,2,1,18,0,0,3,28,1,1,338,"High"
"33",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Normal"
"34",164,12,171,14,0,17,22,24,548,0,3,0,1,0,38,0,66,3,218,"Very High"
"35",45,1,29,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,"Normal"
"36",177,14,166,0,1,0,38,0,0,0,17,8,0,0,0,0,39,17,581,"Very High"
"37",141,13,159,15,0,0,17,24,640,0,3,0,1,0,38,0,66,3,192,"Very High"
"38",807,75,200,15,12,10,15,391,1,3,18,36,1,24,6,17,4,18,299,"Very High"
"39",331,22,138,1,2,1,40,0,0,2,10,8,0,0,1,0,1,10,561,"Very High"
"40",162,3,127,1,0,0,16,34,723,0,2,1,0,0,89,0,69,2,205,"Very High"
"41",94,14,14,6,0,1,5,0,0,0,0,1,0,0,1,0,2,0,226,"High"
"42",375,37,113,0,2,2,63,0,0,2,7,8,0,1,1,2,1,7,554,"Very High"
"43",105,9,32,0,0,1,11,23,114,1,0,5,0,1,0,0,4,0,94,"High"
"44",106,21,60,0,0,0,12,0,0,0,0,8,0,2,0,0,1,0,0,"Normal"
"45",4,0,5,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,1,"Normal"
"46",317,84,254,1,0,1,37,1,16,0,5,4,0,0,7,48,3,5,113,"Very High"
"47",66,0,6,0,0,0,0,23,0,0,0,0,0,0,0,0,1,0,0,"Normal"
"48",140,62,124,1,0,1,35,0,1,0,0,0,0,0,0,35,5,0,181,"High"
"49",285,98,262,1,0,2,43,3,60,0,0,9,0,1,2,36,5,0,128,"Very High"
"50",140,49,149,0,0,0,9,0,180,1,0,10,0,0,35,0,138,0,36,"High"
"51",98,8,41,0,1,0,11,0,0,0,0,1,0,0,0,0,2,0,208,"High"
"52",62,2,15,6,0,1,4,0,0,0,0,7,0,0,1,0,1,0,242,"High"
"53",437,33,176,25,0,1,15,0,0,0,0,29,0,1,7,13,2,0,135,"Very High"
"54",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"Normal"
"55",1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,"Normal"
"56",139,13,144,14,0,17,21,0,548,0,3,0,1,0,0,0,65,3,189,"Very High"
"57",164,20,135,0,0,0,17,0,0,0,1,8,0,0,0,0,39,1,611,"Very High"
"58",72,13,20,0,0,0,5,0,85,0,0,1,0,0,0,0,1,0,185,"High"
"59",170,16,161,0,0,0,37,0,0,0,1,8,0,0,0,0,39,1,597,"Very High"
"60",126,3,101,0,0,0,17,0,0,0,1,8,0,0,0,0,38,1,522,"Very High"
"61",1323,182,403,35,12,29,19,384,66,10,39,49,11,31,6,22,6,39,369,"Massive"
"62",434,41,217,6,0,11,48,0,83,0,27,22,0,1,1,0,2,27,270,"Very High"
"63",179,13,161,0,2,0,41,0,0,0,18,16,0,0,0,0,40,18,519,"Very High"
"64",131,11,44,0,0,0,13,0,0,34,62,15,0,0,2,1,3,62,212,"High"
"65",191,14,166,0,2,0,35,0,0,0,18,16,0,0,0,0,40,18,565,"Very High"
"66",161,15,149,0,0,0,28,0,0,0,1,8,0,0,0,0,39,1,597,"Very High"
"67",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,32,"Normal"
"68",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Normal"
"69",105,14,19,6,0,1,6,0,0,0,0,7,0,0,1,0,1,0,180,"High"
"70",186,16,162,0,1,0,38,0,0,0,17,8,0,0,0,0,40,17,562,"Very High"
"71",128,12,50,0,0,0,12,0,0,32,51,15,0,0,2,1,3,51,235,"High"
"72",249,18,67,0,1,1,43,10,99,2,7,7,0,1,2,2,3,7,337,"Very High"
"73",1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,"Normal"
"74",127,24,121,13,0,7,11,3,72,0,1,0,0,2,1,12,1,1,21,"High"
"75",574,127,359,17,0,20,16,1,29,0,15,33,0,4,0,28,27,15,74,"Very High"
"76",180,13,84,0,1,1,21,1,0,25,13,10,0,0,0,1,3,13,47,"High"
"77",25,0,13,0,0,0,2,0,0,0,0,2,0,0,0,0,10,0,1,"Normal"
"78",24,0,8,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,"Normal"
"79",99,8,25,0,0,0,6,0,0,9,16,1,0,0,0,0,1,16,122,"High"
"80",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Normal"
"81",14,1,28,1,0,0,4,0,0,0,1,1,0,0,0,0,1,1,0,"Normal"
"82",131,13,150,14,0,0,17,24,548,0,3,0,1,0,39,0,66,3,191,"Very High"
"83",90,1,22,0,0,0,3,0,0,9,17,1,0,0,0,0,0,17,80,"Normal"
"84",178,13,161,0,2,0,41,0,0,0,18,16,0,0,0,0,40,18,520,"Very High"
"85",182,16,162,0,1,0,38,0,0,0,17,8,0,0,0,0,40,17,574,"Very High"
"86",96,8,43,0,1,0,12,0,0,0,1,1,0,0,0,0,2,1,171,"High"
"87",1,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1,"Normal"
"88",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,"Normal"
"89",192,1,82,0,0,0,39,0,0,11,19,19,0,0,2,29,2,19,278,"High"
"90",66,2,19,6,0,1,4,0,0,0,0,7,0,0,1,0,1,0,241,"High"
"91",135,2,73,0,0,0,28,0,0,1,2,7,0,0,1,28,1,2,292,"High"
"92",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,"Normal"
"93",1,0,0,1,0,0,3,8,0,0,0,0,0,0,2,0,1,0,1,"Normal"
"94",4,1,39,0,0,0,5,0,0,0,0,3,0,0,0,0,2,0,22,"Normal"
"95",1,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1,"Normal"
"96",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,"Normal"
"97",104,4,88,0,0,0,9,0,0,0,1,1,0,0,0,0,38,1,526,"High"
"98",0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,"Normal"
"99",187,14,174,0,2,0,43,0,0,0,18,16,0,0,0,0,39,18,570,"Very High"
"100",9,1,14,0,0,11,1,0,0,0,0,0,0,0,1,0,0,0,0,"Normal"
"101",98,2,28,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,"Normal"
"102",4,1,3,1,0,0,1,0,21,0,0,0,0,0,0,1,13,0,33,"Normal"
"103",61,2,34,6,0,1,3,1,0,0,0,7,0,0,1,0,30,0,217,"High"
"104",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Normal"
"105",182,3,84,0,0,0,31,0,0,2,1,9,0,0,4,28,1,1,378,"High"
"106",2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"Normal"
"107",4,2,5,0,0,1,7,6,0,0,0,0,0,0,0,0,0,0,0,"Normal"
"108",178,16,161,0,0,0,38,0,0,0,17,8,0,0,0,0,39,17,582,"Very High"
"109",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Normal"
"110",98,2,47,0,1,0,13,0,0,0,0,2,0,0,0,0,38,0,209,"High"
"111",108,16,14,0,0,0,4,0,0,0,0,1,0,18,0,1,0,0,21,"Normal"
"112",8,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,"Normal"
"113",206,13,87,0,1,1,19,1,0,31,15,10,0,0,0,1,2,15,37,"High"
"114",399,81,335,1,0,6,9,2,28,0,15,0,0,0,22,31,3,15,50,"Very High"
"115",102,1,51,6,0,1,16,1,0,0,0,7,0,0,0,17,30,0,139,"High"
"116",3,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Normal"
"117",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,"Normal"
"118",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,"Normal"
"119",6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,"Normal"
"120",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Normal"
"121",126,25,119,0,0,17,15,23,547,0,2,0,5,0,39,0,66,2,168,"Very High"
"122",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Normal"
"123",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17,"Normal"
"124",74,2,37,0,0,0,22,0,0,1,0,3,0,0,1,28,0,0,234,"High"
"125",1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,"Normal"
"126",96,1,37,0,0,0,3,0,84,5,0,7,0,6,17,1,1,0,32,"Normal"
"127",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Normal"
"128",1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Normal"
"129",144,4,121,0,0,0,17,0,0,0,1,8,0,0,0,0,38,1,541,"Very High"
"130",118,7,28,0,0,0,6,0,0,9,24,1,0,0,0,0,1,24,102,"High"
"131",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Normal"
"132",102,8,45,0,1,0,12,0,0,0,0,1,0,0,0,0,2,0,209,"High"
"133",100,4,58,0,1,0,13,0,0,0,0,2,0,0,0,0,38,0,265,"High"
"134",49,34,42,0,0,0,3,0,0,0,4,6,1,0,1,0,18,4,2,"Normal"
"135",22,18,15,0,0,0,3,0,0,1,0,1,0,0,0,0,18,0,1,"Normal"
"136",8,2,3,0,0,0,3,0,0,0,0,2,0,0,1,9,0,0,0,"Normal"
"137",71,18,13,0,0,0,1,0,0,0,0,1,0,1,0,0,54,0,19,"Normal"
"138",170,16,158,0,0,0,36,0,0,0,1,8,0,0,0,0,39,1,597,"Very High"
"139",129,13,133,14,0,17,17,24,534,0,2,0,1,0,39,0,66,2,194,"Very High"
"140",148,3,73,0,0,0,28,0,0,1,1,7,0,0,2,28,1,1,328,"High"
"141",172,14,160,0,0,0,37,0,0,0,9,8,0,0,0,0,39,9,584,"Very High"
"142",26,1,15,1,0,1,14,30,0,0,0,1,0,1,0,0,3,0,9,"Normal"
"143",158,90,146,0,0,0,14,0,248,1,0,0,0,0,26,0,138,0,36,"Very High"
"144",12,0,4,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,"Normal"
"145",142,13,159,15,0,0,17,24,640,0,3,0,1,0,38,0,66,3,193,"Very High"
"146",12,0,4,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,"Normal"
"147",142,13,159,15,0,0,17,24,640,0,3,0,1,0,38,0,66,3,193,"Very High"
"148",181,129,87,67,0,38,2,14,0,0,7,0,0,0,24,0,1,7,42,"High"
"149",98,8,41,0,1,0,11,0,0,0,0,1,0,0,0,0,2,0,208,"High"
"150",21,5,42,0,0,0,5,1,0,0,0,7,0,0,0,0,1,0,23,"Normal"
"151",98,8,41,0,1,0,11,0,0,0,0,1,0,0,0,0,2,0,208,"High"
"152",21,5,42,0,0,0,5,1,0,0,0,7,0,0,0,0,1,0,23,"Normal"
"153",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Normal"
"154",14,0,24,0,0,0,1,0,0,0,0,0,0,0,8,1,3,0,0,"Normal"
"155",8,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,"Normal"
"156",92,3,32,0,0,0,0,0,0,0,14,1,0,0,0,1,1,14,22,"Normal"
"157",5,1,10,0,0,0,1,11,0,0,0,0,0,0,0,0,1,0,0,"Normal"
"158",88,11,21,6,0,1,3,1,0,0,0,7,0,0,1,0,30,0,114,"Normal"
"159",73,11,16,5,0,1,2,1,0,0,0,0,0,0,1,0,29,0,41,"Normal"
"160",68,2,77,0,0,0,0,0,0,0,0,1,0,0,1,17,29,0,0,"Normal"
"161",70,13,44,0,0,0,13,1,0,0,0,1,0,0,17,0,38,0,146,"High"
"162",1232,152,590,69,10,20,35,208,809,17,90,55,28,21,0,0,3,90,488,"Massive"
"163",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Normal"
"164",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,"Normal"
"165",194,3,95,0,0,0,34,0,0,2,1,8,0,0,4,28,2,1,378,"High"
"166",109,2,38,0,0,0,3,0,84,5,0,7,0,6,17,1,1,0,35,"High"
"167",62,7,21,0,0,0,4,0,86,1,10,1,0,0,0,0,1,10,66,"Normal"
"168",91,1,25,0,0,0,10,0,0,33,62,9,0,0,0,2,1,62,42,"High"
"169",58,4,34,0,0,2,0,142,146,0,10,0,0,1,13,0,0,10,78,"High"
"170",92,44,117,0,0,0,25,0,0,0,0,0,0,0,0,35,6,0,152,"High"
"171",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,"Normal"
"172",173,16,162,0,0,0,37,0,0,0,9,8,0,0,0,0,40,9,584,"Very High"
"173",3,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,"Normal"
"174",97,15,91,15,0,0,39,0,89,0,0,9,0,0,0,0,0,0,0,"High"
"175",285,38,234,69,0,0,11,123,792,7,10,0,0,0,13,0,2,10,233,"Very High"
"176",332,65,215,13,0,7,2,2,92,0,9,0,0,2,20,11,1,9,56,"Very High"
"177",89,9,26,0,0,2,5,4,0,8,1,10,0,0,0,0,0,1,0,"Normal"
"178",410,36,148,0,2,8,7,203,1,3,17,31,1,14,6,16,3,17,256,"Very High"
"179",105,16,130,20,0,1,0,69,40,0,1,7,0,0,47,24,136,1,62,"High"
"180",437,226,302,54,0,53,0,6,0,0,11,0,0,4,1,16,0,11,76,"Very High"
"181",132,62,100,0,0,1,10,0,1,0,0,0,0,0,0,35,4,0,188,"High"
"182",535,89,272,0,0,1,32,0,30,0,5,29,0,0,7,48,4,5,138,"Very High"
"183",535,89,272,0,0,1,32,0,30,0,5,29,0,0,7,48,4,5,138,"Very High"
"184",61,2,34,6,0,1,3,1,0,0,0,7,0,0,1,0,30,0,217,"High"
"185",65,32,48,0,0,1,7,0,0,0,0,3,0,0,0,10,1,0,0,"Normal"
"186",22,7,12,1,0,0,5,0,0,0,0,1,0,1,27,0,0,0,0,"Normal"
"187",17,0,29,43,0,0,3,0,0,0,0,0,0,0,0,0,1,0,19,"Normal"
"188",1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,"Normal"
"189",0,1,2,1,0,0,2,0,0,0,0,1,0,0,0,0,2,0,0,"Normal"
"190",9,4,28,25,0,0,5,1,0,0,0,1,0,0,0,0,1,0,101,"Normal"
"191",103,13,45,0,0,0,18,34,0,11,1,10,0,0,1,0,0,1,0,"Normal"
"192",17,0,9,0,0,0,6,0,0,0,0,2,0,0,0,0,6,0,0,"Normal"
"193",3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Normal"
"194",376,61,217,25,0,1,0,0,29,0,0,22,0,1,7,0,4,0,226,"Very High"
"195",128,13,155,14,0,17,16,0,548,0,3,0,1,0,38,0,66,3,200,"Very High"
"196",127,15,106,15,0,17,0,0,534,0,2,0,1,0,0,10,64,2,106,"Very High"
"197",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Normal"
"198",343,64,230,65,0,1,18,208,256,7,0,10,0,0,0,17,3,0,244,"Very High"
"199",182,3,92,0,0,0,30,0,0,2,1,11,0,0,3,28,1,1,396,"High"
"200",108,14,23,6,0,1,5,0,0,0,0,7,0,0,1,0,2,0,200,"High"
"201",100,2,61,0,0,0,0,0,0,0,1,0,0,0,0,0,38,1,382,"High"
"202",69,6,40,0,0,0,14,0,0,14,0,5,0,0,0,0,37,0,47,"Normal"
"203",120,13,140,14,0,17,16,23,548,0,2,0,1,0,39,0,66,2,210,"Very High"
"204",156,3,78,0,0,0,30,0,0,1,1,7,0,0,2,28,2,1,362,"High"
"205",216,13,102,0,0,0,44,0,0,7,1,20,0,0,2,28,2,1,354,"High"
"206",157,14,29,0,21,1,2,0,0,22,26,0,0,19,0,0,1,26,356,"High"
"207",77,13,22,0,2,0,6,0,0,0,15,0,0,0,0,0,1,15,227,"High"
"208",51,2,110,14,0,0,7,0,0,0,1,8,0,1,0,3,1,1,124,"High"
"209",122,12,33,0,0,0,4,0,88,5,0,7,0,6,17,1,1,0,43,"High"
"210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Normal"
"211",83,4,33,0,0,1,17,0,0,0,10,1,0,0,0,0,1,10,107,"Normal"
"212",135,1,73,0,0,0,28,0,0,1,2,7,0,0,1,28,1,2,240,"High"
"213",354,28,151,0,1,2,7,205,1,3,7,29,1,13,6,16,3,7,224,"Very High"
"214",7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,"Normal"
"215",59,1,15,6,0,1,8,0,0,0,0,7,0,0,0,0,1,0,217,"High"
"216",124,2,67,0,0,0,9,0,0,0,1,1,0,0,0,0,38,1,496,"High"
"217",59,9,47,0,0,0,10,0,67,15,0,5,0,0,0,0,4,0,105,"High"
"218",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Normal"
"219",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Normal"
"220",98,12,15,6,0,1,5,0,0,0,0,7,0,0,1,0,2,0,239,"High"
"221",936,143,400,38,0,39,52,107,43,11,99,25,20,20,0,5,2,99,278,"Massive"
"222",297,170,220,50,0,65,1,14,0,0,6,0,0,3,20,8,26,6,62,"Very High"
"223",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,"Normal"
"224",62,19,55,0,0,18,10,0,0,0,1,2,13,6,0,0,19,1,1,"Normal"
"225",1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,"Normal"
"226",1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,"Normal"
"227",30,1,15,0,0,0,8,0,0,0,0,3,2,2,1,0,1,0,7,"Normal"
"228",140,13,151,14,0,17,17,24,548,0,3,0,1,0,39,0,66,3,199,"Very High"
"229",12,0,6,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,28,"Normal"
"230",71,14,14,0,0,0,5,0,1,0,0,1,0,0,0,0,2,0,212,"High"
"231",17,0,31,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,17,"Normal"
"232",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Normal"
"233",14,6,31,0,0,0,1,1,10,0,0,1,0,0,0,0,0,0,21,"Normal"
"234",35,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,"Normal"
"235",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,"Normal"
"236",70,13,17,0,0,0,3,0,94,0,0,0,0,5,17,1,1,0,133,"High"
"237",137,8,115,14,0,17,0,1,534,0,2,0,9,0,0,10,0,2,90,"Very High"
"238",125,31,125,0,0,0,11,0,102,0,0,11,0,0,14,0,137,0,90,"High"
"239",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Normal"
"240",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,14,"Normal"
"241",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Normal"
"242",23,0,14,0,0,0,3,0,67,0,0,0,0,0,1,0,0,0,0,"Normal"
"243",13,0,17,0,0,3,2,0,0,0,0,1,0,0,0,0,1,0,1,"Normal"
"244",26,1,47,0,0,1,2,1,0,0,0,3,1,0,2,0,1,0,138,"Normal"
"245",178,16,163,0,0,0,38,0,0,0,17,8,0,0,0,0,39,17,582,"Very High"
"246",1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Normal"
"247",124,1,78,25,0,0,6,1,1,0,2,0,0,0,7,5,1,2,0,"Normal"
"248",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,"Normal"
"249",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Normal"
"250",0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,"Normal"
"251",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Normal"
"252",412,82,241,10,0,1,36,1,30,0,5,16,0,0,7,49,3,5,122,"Very High"
"253",7,0,9,22,0,0,3,0,0,0,0,1,0,0,9,0,13,0,39,"Normal"
"254",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,139,"Normal"
"255",37,1,20,0,0,0,16,0,0,1,1,3,0,0,1,0,1,1,144,"Normal"
"256",182,16,158,0,0,0,37,0,0,0,9,8,0,0,0,0,40,9,576,"Very High"
"257",203,92,204,21,0,22,26,3,72,0,0,0,0,3,1,12,4,0,83,"High"
"258",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Normal"
"259",92,3,48,22,0,0,22,0,0,0,0,5,1,2,1,3,8,0,50,"Normal"
"260",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,"Normal"
"261",30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,69,"Normal"
"262",89,1,86,0,1,1,18,1,0,16,0,10,0,0,0,1,3,0,74,"High"
"263",25,3,40,0,0,0,2,0,10,0,1,0,0,0,0,3,1,1,0,"Normal"
"264",147,64,132,1,0,1,19,0,1,0,0,0,0,0,0,35,4,0,202,"High"
"265",97,5,33,0,0,2,1,2,0,0,0,1,0,0,1,0,1,0,13,"Normal"
"266",116,18,78,24,1,3,21,35,0,7,18,12,6,1,0,0,1,18,53,"High"
"267",33,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,"Normal"
"268",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Normal"
"269",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,43,"Normal"
